id,Phrase,Anchor_or_Target
8718,power_supply,target
8719,property_value,target
8720,rate_difference,target
8721,resistivity,target
8722,visible_difference,target
8723,aquarium_substrate,target
8724,diffuse_in_membrane,target
8725,diffuse_into_substrate,target
8726,diffuse_reflection,target
8727,diffusion_in_substrate,target
8728,disperse_in_membrane,target
8729,disperse_in_substrate,target
8730,dispersed_in_substrate,target
8731,dissolve_in_substrate,target
8732,dissolves_in_substrate,target
8733,going_in,target
8734,in_the_valley,target
8735,insiders_job,target
8736,mix_in_substrate,target
8737,moving_molecules,target
8738,mushroom_substrate,target
8739,net_movement,target
8740,nutrient,target
8741,particle_movement,target
8742,analog_multimeter,target
8743,battery_powered_digital_multimeters,target
8744,complex_test_equipment,target
8745,current_rating,target
8746,digital_clock,target
8747,digital_current_meter,target
8748,digital_display,target
8749,digital_marketing,target
8750,digital_measurement_technology,target
8751,digital_voltage_meter,target
8752,digital_watch,target
8753,indeterminate_shape,target
8754,indeterminate_text_input,target
8755,indeterminate_values,target
8756,measure,target
8757,measurement_device,target
8758,measurement_instrument,target
8759,multimeters,target
8760,multimeters_battery,target
8761,self_calibrating_digital_multimeters,target
8762,12_dibromopropane,target
8763,14_dibromo_benzene,target
8764,3_bromo_4_chloro_hexane,target
8765,alkyl_halides,target
8766,aryl_halides,target
8767,carboxylic_compound,target
8768,compound_ii,target
8769,compound_interest,target
8770,compounding_calculator,target
8771,corresponding_compound,target
8772,corresponding_derivative,target
8773,dibromo_compound,target
8774,dichloro_compound,target
8775,dichloromethane_compound,target
8776,difluoro_compound,target
8777,dihalo,target
8778,dihalo_aromatic,target
8779,dihalo_aromatic_compound,target
8780,dihalogen,target
8781,diiodo_compound,target
8782,ester,target
8783,halogenation,target
8784,organic_compound,target
8785,organohalogen_compound,target
8786,pharmaceutical_derivative,target
8787,pharmaceutically_acceptable_compound,target
8788,pharmaceutically_comprising_compound,target
8789,pipette,target
8790,sodium_lamp,target
8791,coordinate,target
8792,coordinates,target
8793,determine_dimensional_location,target
8794,determine_three_dimensional_location,target
8795,dimensional_coordinate,target
8796,dimensional_coordinates,target
8797,dimensional_position,target
8798,dimensional_spatial_coordinates,target
8799,dimensional_spatial_location,target
8800,dimensional_spatial_position,target
8801,dimensions,target
8802,spatial_coordinates,target
8803,spatial_location,target
8804,spatial_position,target
8805,axis_orientation,target
8806,axis_position,target
8807,dimension_location,target
8808,dimension_position,target
8809,dimensional_axis_orientation,target
8810,dimensional_axis_position,target
8811,dimensional_lateral_location,target
8812,dimensional_lateral_position,target
8813,dimensional_orientation,target
8814,lateral_location,target
8815,lateral_position,target
8816,3d_position,target
8817,computer_system,target
8818,concrete_slab,target
8819,coordinate_system,target
8820,geometric_setting,target
8821,health_dimensions,target
8822,location_pin_code,target
8823,non_dimensional_position,target
8824,phone_setting,target
8825,photo_dimension,target
8826,software_setting,target
8827,three_dimensional_location,target
8828,triangulation_technique,target
8829,two_dimensional_location,target
8830,dimension,target
8831,dimension_image,target
8832,dimension_model,target
8833,dimensional,target
8834,dimensional_data,target
8835,dimensional_image,target
8836,dimensional_image_data,target
8837,dimensional_image_model,target
8838,dimensional_model,target
8839,image_model,target
8840,crowded_location,target
8841,dimension_coordinate,target
8842,dimension_coordinate_location,target
8843,dimension_of_energy,target
8844,dimension_of_pressure,target
8845,dimensional_coordinate_location,target
8846,dimensional_device,target
8847,dimensional_object_location,target
8848,dimensional_portal,target
8849,geographic_coordinate_system,target
8850,geometric,target
8851,geospatial_coordinates,target
8852,micro_alloy_microscopic_structure,target
8853,microscopic_differential_reflection,target
8854,microscopic_vision_system,target
8855,nondimensional_location,target
8856,object_tracking_model,target
8857,structural,target
8858,system,target
8859,targeted_object,target
8860,three_dimensional_movie,target
8861,tri_dimensional_space,target
8862,air_resistance,target
8863,any_pattern,target
8864,arrangement_of_food,target
8865,arrangement_of_money,target
8866,arrangement_of_water,target
8867,arranging_dimples,target
8868,array_of_dimples,target
8869,ball,target
8870,ball_center,target
8871,cheek_dimples,target
8872,decoration,target
8873,dimple,target
8874,dimple_design,target
8875,dimple_look,target
8876,dimple_pattern,target
8877,dimple_size,target
8878,dimples,target
8879,dimples_arrangement,target
8880,function_arrangements,target
8881,golf_ball,target
8882,number_of_dimples,target
8883,outer_appearance,target
8884,pattern,target
8885,pattern_arrangement,target
8886,shaped_pattern,target
8887,valve_arrangement,target
8888,convert_received_light,target
8889,direct_contact,target
8890,direct_function,target
8891,direct_interference,target
8892,direct_path,target
8893,direct_received_light_beams,target
8894,directing_light_signal,target
8895,directly_receiving_light,target
8896,directly_receiving_light_beam,target
8897,illumination,target
8898,laser,target
8899,light_blue,target
8900,light_dispersion,target
8901,received_award,target
8902,received_beam_of_light,target
8903,received_light,target
8904,received_light_beam,target
8905,received_light_signal,target
8906,received_lighting,target
8907,received_radio_wave,target
8908,receiving_direct_sunlight,target
8909,receiving_goods,target
8910,receiving_light_ray,target
8911,torchlight,target
8912,disc_shaped_recording_apparatus,target
8913,disc_structure_recording_unit,target
8914,disc_theory,target
8915,disc_type_storage_medium,target
8916,disk_drill,target
8917,disk_recording,target
8918,disk_recording_medium,target
8919,disk_storage,target
8920,disk_type,target
8921,disk_type_magnetic_recording_medium,target
8922,disk_type_recording,target
8923,disk_type_storage_apparatus,target
8924,disk_type_storage_medium,target
8925,information_disk_medium,target
8926,information_recording_disk,target
8927,information_recording_medium,target
8928,land_record,target
8929,magnetic_tape_recording,target
8930,medium_frame_size,target
8931,multiple_disk_type,target
8932,optical_disc,target
8933,optical_disk,target
8934,optical_disk_medium,target
8935,optical_disk_recording_medium,target
8936,optical_disk_storage,target
8937,optical_medium,target
8938,optical_recording_disc,target
8939,optical_recording_disk,target
8940,optical_recording_medium,target
8941,optical_type_recording,target
8942,optical_type_recording_medium,target
8943,read_level,target
8944,record_player,target
8945,recording_disk,target
8946,recording_medium,target
8947,rotating_recording_media,target
8948,storage_space,target
8949,type_optical_disk,target
8950,conduit_interface_area,target
8951,crowd_disperse,target
8952,discharge_in_plastic_materials,target
8953,disperse,target
8954,disperse_in_plastic_material,target
8955,disperse_in_plastic_substance,target
8956,distribute_in_plastic_material,target
8957,embed_in_plastic,target
8958,embed_in_plastic_material,target
8959,encase_in_plastic,target
8960,epoxy_resins,target
8961,gather_in_plastic_material,target
8962,hydrogravity_tank,target
8963,liquid_tight_seal,target
8964,mold_in_plastic,target
8965,plastic_material,target
8966,plastic_skin_disease,target
8967,plastic_surgery,target
8968,plastic_surgery_method,target
8969,polyimide_balloon_catheter,target
8970,polymer_film,target
8971,scatter_in_plastic_substances,target
8972,separate_in_plastic_material,target
8973,study_material,target
8974,discrete_persistent_structures_extractor_disperse,target
8975,dispersal_syndrome,target
8976,disperse_in_polyethylene_material,target
8977,distribute_in_thermoplastic,target
8978,elasticity,target
8979,fuse_with_thermosetting_material,target
8980,inorganic_particles,target
8981,lithium_polymer_battery,target
8982,material_design,target
8983,material_icons,target
8984,metal_dispersed_polymer,target
8985,metal_oxides_dispersed_polymers,target
8986,mixing_with_plastic_material,target
8987,plasticity,target
8988,polymers_with_metal_nanoparticles,target
8989,reinforcements,target
8990,sio2_fillers,target
8991,spread_over_polymer_material,target
8992,spread_rumours,target
8993,sugar_syrup,target
8994,build_platen,target
8995,candid_powder,target
8996,disperse_the_powder,target
8997,dispersed_powder,target
8998,dispersed_powders,target
8999,dispersions,target
9000,disseminated_powder,target
9001,distributed_powder,target
9002,divided,target
9003,divided_particles,target
9004,divided_powder,target
9005,divided_powder_product,target
9006,divided_powdery_powder,target
9007,divided_product,target
9008,divided_rubber,target
9009,divided_silica,target
9010,feeder_arm,target
9011,filament_drive,target
9012,ground_particles,target
9013,ground_powder,target
9014,ground_product,target
9015,ground_silica,target
9016,ironing_lip,target
9017,jaggery_powder_composition,target
9018,plastic_color_blender,target
9019,powder_bacteria,target
9020,powder_dispersed,target
9021,powder_fire_extinguisher,target
9022,powdered_sugar,target
9023,scattered_powder,target
9024,seeds_dispersed,target
9025,silver_dispersed_copper_powder,target
9026,synthetic_resins,target
9027,dispersed,target
9028,dispersed_agglomerate,target
9029,dispersed_fine_particles,target
9030,dispersed_granulate,target
9031,dispersed_particle,target
9032,dispersed_particles,target
9033,divided_aluminum_intimate,target
9034,divided_aluminum_powder,target
9035,divided_particulate,target
9036,dust,target
9037,dusting_powder,target
9038,fine_powder,target
9039,food_particle,target
9040,grains,target
9041,granulate_images,target
9042,ground_particulate,target
9043,mixed,target
9044,mixed_powder,target
9045,mixed_reaction,target
9046,particle_pollution,target
9047,pharmaceutical_powder,target
9048,powder_dispersion,target
9049,powder_milling,target
9050,powdered,target
9051,solid_dosage_form,target
9052,solution,target
9053,suspended_nanoparticles,target
9054,displacement_control_mechanism,target
9055,belts_and_chain_drives,target
